tweet,sentiment
دوو برای خەڵکی شنۆ بەشێک لە خۆپیشاندەران کە لە #کوردستان دەستگیرکرابوون، سزای #ئیعدامیان بەسەردا سەپێندرا. #فەرهاد_تەهازادە و #فەرزاد_تەهازادە سێشەممە، 15ی کانوونی دووەمی 1401 لە دادگای ئینقلابی ورمێ سزای لەسێدارەدانیان بەسەردا سەپێنراوە.,negative
ئێمەی خەڵکی ناوخۆ کە ڕاستەوخۆ لە ژێر زەختی داگیرکەرین پێویستمان بە هیچ کەمتیار و خەرتەلێک نییە ڕۆڵی ڕێبەرمان بۆ بگێڕێت و لە دوورەوە دابنیشێت و پێمان بڵێت چی بکەین. هەر کەس پێی خۆشە هەر کارێک بکات ئەوە مەیدانی خەبات! بۆ خۆی بێتە مەیدان. کەس لێرە پێویستی بە دەم ڕاست و چاوساغ نییە.,negative
دوو ڕۆژ پێش ئێستا پشیلەیێکم بینی لەبەردەرگەمان لەسەر جادەکە سەیارە لێی دابوو و لەوێ مردبوو خوێنی وشک بووبوو کەس نەبوو بیباتە شوێنێکی تر هەر هەمووی بێزی لێ دەبوویەوە. دوێنێش کۆترێک بەهەمان شێوە، دووبارە لەسەر شەقامەکە جێهێڵدرابوو. واز لەوە بهێنن کە کوشتووتانە،تەنها بیاننێژن تکایە.,negative
ئەگە قسەکانت لەمێشکێکی داخراو دێتە دەرێ هەر هیچ قسان نەکەی باشترە بێ سەودای سیاسیش شێوازێک لە جاشایەتیە,negative
دڵم بەجارێ بێ لانە ئەکەی ….,negative
شەو درێژ بووە.. بەشی ئەوە ئەکات دووجار دڵ تەنگ بین..,negative
ئەو گۆڕانی ناوە لە بەر ئەوە نییە. ئەگینا ئەوانیش ڕێک لە ڕیزی ئەوانیتران و بگرە خراپتریش.,negative
تکایە با برادەرەکم بێ بە ئاقری بمباتە دەری مردم لە مارێ...,negative
هەندێک جار ژیان مرۆڤی دڵڕەقی دەوێت ، ئەگەر بتەوێت لە هەموو شتێک میهرەبان بیت دەدۆڕێیت بەیانیتان باش ڕۆژێکی خۆش بۆ هەموو لایەک,negative
دەی خووبە بابی بابم. ئین بیرەسەد بە دەستێ دەروێشهایێ پەهلەوی دەر قوڕ چەقیو. #نا_بۆ_گەمژەیی #دیکتاتۆر #خۆپەرستی #کۆمەڵگا #دیکتاتور #استبداد #جامعە,negative
توو شەرەف نزیکی ئەوە مەبنەوە با شتێکیان لێ نەیا,negative
هەر پێی خۆشە گیرم پێ بدات ڕقی لێمە,negative
بەداخەوە لۆ ئەو کەسانە پارە مال سامان ایوەی نیه کەڕامەتی لۆ دانێی بگەرە کەسێک کەخۆشت دەوێ اویش ایوەی نیە شەڕەفتی لۆ دانێی,negative
چەن سەختە تۆ بزانی دوای ئەو دیدارەی ئەزیزترین کەست دەکوژن، هەی تف لە تەواوەتی ئایینەکەتان #سامان_یاسین,negative
پژاک فری بە کورد و کوردستان نیە،با بە فارسی نەنووسین ،فارسمان پئ خۆش نەبئ,negative
حاح ئەرێوەڵاهی بە گوللەش لێم دەن خوێنم لێنایەت,negative
دیارە حەزرەتی خەلیفە کێشەی قۆڵۆن هەیە بێ قەزابێ دیارە نەفسی خۆی پێ نەگیراوە نۆکاو و پاقلەمەنی زۆری خواردووە,negative
جوانڕۆ؛ هاووڵاتییەکی کورد بە تەقەی هێزە نیزامییەکان گیانی لەدەست دا,negative
پێم خۆشە جاش لێم ڕازی نەبن، کێشە نیە,negative
بێگومان هەرکەسێک لەدین تێ بگات ئەو قسەیه ناکات بەڵام وادیارە ئێوە هیچ شارەزاییتان نیه، چونکە دەستکاری قورئان نابێت وبەهیچ کەسێک وهیچ هێزێک بۆی نیە، ئەوە وەکو ئەوایە بلێی باوەڕم پێی نیه و تەواو ئیتر کەباوەڕت پێی نەبو خۆت حوکمت لەسەرخۆتداوە.,negative
دژی سیاسەتی فراوانکردنی داگیرکارییەکانی دەوڵەتی جینۆسایدی تورک,negative
یانی یەکەمجارە کوڕەکم بە در بی ئەویش ئەمنی بە در بی زۆر ناخۆشە *مورتاح نیم*,negative
هەر نەڵێن مللەت غەدرمان لێدەکات هەر باشە !!!,negative
هیوادارم 14 15 16 گەلی کورد هیچ نەکا و چاو لە شارەکانی تر کەین بزانین لەم سێ ڕۆژە چی ئەکەن ..کوردستان بەشدار نەبێ لەهیچێ #ژینا_ئەمینی,negative
باشوری کوردستان چەکدارێک هێرشیکردە سەر بنکەیەکی ئاسایش لە دهۆک و کارمەندێک ک.وژرا,negative
ئەو دایکانە دەبێت چ مەزنێک بن کە دەتوانن بەرگەی مەرگی ڕۆڵەکانیان بگرن؟ ئەشکەنجە وبەند و کۆت و پەت سەرم بۆ دوژمن نەوی ناکا قەت مەردانە پێکی مردن ئەکەم نۆش چش لە من سەری هاوڕێیانم خۆش بەڵام کە ئەمویست نەمرم بە گەنجی کوردستان ئەیوت پێویستمە ڕەنجی #شەهید #کوردستان #ڕۆژهەڵات,negative
ئینجا ئەگەر 95 وەربگرێت باشە بەس نەک 86 چونکە 95 ئەوپەڕی 5 بۆ 6 پرسیاری زیاتری هەڵەکردووە لە 97 و 98 بەس 86 هەر کارەساتە فەرقەکە زۆر گەورەیە تۆ خۆت لەوە ناچێت لە طوب بیت نازانیت بە چی دەردەسەرییەک ئەگەیتە ئەوێ ئینجا ئەو ی لە ئەهلیە لە تۆ باشتر ئەیخوێنێت و بەیانی کلینیکی دانا,negative
ئەوەش لە هەڵەبجە ڕوویدا خەیانەتی یەکیەتی و پارتی بوو لە خەڵکی هەڵەبجە تەنانەت نەوشیروان مستەفا باسیکردووە,negative
لەجۆگرافیای ئێران هیچ داهاتوویکمان نیە، هەر لە ئێستەداۆ کوردە ئەکتیۆیستەکان(ناسیۆنال،سوسیال،دێمۆکرات و...) دەس بەداینی ترک و فارس بووگن و بە تەمای پاڵپشتی ئەۆانن تا ئێران ڕزگار ببێت,negative
کۆماری ژیان کوژی کۆماری ئیسلامی کە بە مرۆڤ کوشتن ناوکی بڕاوە و گۆش کراوە، دوژمنی تەنیا کۆمەڵێک نیە، دوژمنی سەرجەم مرۆڤایەتیە و سڕینەوەی ئەرکی هەمووان و داکۆکی لە بەردەوامیی ژیانە,negative
وەڵامی کەسێ کە خەریکی دووبەرەکی ودرووس کردنی شەڕی براکوژیە مەدەنەوە من هەرکەس ببینم بەس بلاکی ئەکەم,negative
ئێمە بەو شێوەیە سەیری تۆپی پێ ئەکەین برا ، خۆشمان نەبەینەوە حەزناکەین دوژمنەکەمان بباتەوە,negative
دژی سیاسەتی فراوانکردنی داگیرکارییەکانی دەوڵەتی جینۆسایدی تورک,negative
ئەمشەو ئەمشەو دایکێک، لە سووچێکی ئەو وڵاتەدا، بە دەم هەنیسک و گریانی مەرگی کوڕە لە دار دراوەکەیەوە خەوی لێ ئەکەوێ! ئەمشەو دایکێکی تر هەر لە سووچێکی تری ئەم وڵاتەوە، ئاهی سارد و پڕ لە حەسرەتی بۆ ڕۆڵەی بەندکراوی لە نۆبەی سێدارەدا چاوەڕوانی، دووکەڵئاسا بەرەو ئاسمانی تەماویی بێ بن …,negative
هەر بیرکردنەوەیەک پێچەوانەی ئاینی ئیسلامبێت بیرکردنەوەی سەردەمی جاهیلیەتە.,negative
ماوەیەکە ڕازی دڵم بەتۆ نەبێ ناکرێتەوە,negative
بەڕاست ئەمە هەرچی دەکەێن بوخومان دەکێن مننەتی نێە قسێ وا دەکن هەر پێم سێرە ئەمن قەبوڵم کردو ئەوان وا زوو وەک مایان پێ ناکرێ وەلێ بەو قسە ناحەزانە هەر خومان سوک دەکێن چێە ئەوە,negative
بەداخەوە بۆ ئەوانەی کۆنتڕۆڵ لەدەست دەدەن لە کاتی توڕەی و پەستی,negative
هەرکە توهینی کرد بە خوەم بێژە تا توەکەێ بشێلم,negative
هێشتا ئەو بێ مێشکانە هەر ئەژین؟ جا ئەو کچە بەدبەختە لە نێوان جمهوری ئێعدام و ئەو بنە ماڵە ئەوە قارەمانە! جاران ئەمانوت «کورد بیت و کچ بی قارەمانی »وام زانی ئیتر نەماوە . بەس بە داخم کەی کۆنە پەرەستی ئەرووخێ تێ ناگەم نەسڵ بە نەسڵ هەر هەیە!,negative
خاڵۆ قوربان کورد بوو ناوەکەی هاوار ئەکات کوردە جێگای حاشاکردن کردن نییە مێژووی کورد تا ئێستا پڕە له جاش,negative
وای لم دنیایە چن ناخۆش بوە,negative
مەبەستم ئەوەیە ڕێک + ئەوە مناڵێکە و درک بە هەنێ شت نەکا ئەی ئەو خەڵکە زەبەلاحە چی ؟!,negative
کەسی سادە کەمێک گەمژەن تۆزێک ئومێدیان پێ بدەن بەرەو مەرگیش ئەرۆن,negative
یانی بەس هاش و هوش بوو بێ سوود بوون .,negative
دوای ئەوەی لە خۆپیشاندانەکانی ئەمشەوی پارێزگای زیقار لە باشوری عێراق سێ کەس کوژران و 21 کەسی دیکەش برینداربون، سەرۆک وەزیرانی عێراق لیژنەیەکی باڵای ئەمنی ڕەوانەی پارێزگاکە کرد بۆ لێکۆڵینەوە لە ڕوداوەکە و هۆکاری کەوتنەوەی دەیان قوربانی.,negative
جا چە بێژم؟ وەمزانی کەس لەمن لاژگتڕ نیە,negative
شکستێکی ناونەتەوەیی بۆ کۆماری ئیسلامی: دەرکردنی کۆماری ئیسلامی لە کۆمیسیۆنی پێگەی ژنانی ڕێکخراوی نەتەوە یەکگرتووەکان!,negative
بۆ کرێ دووکان لێرە بە خۆڕاییە!? کرێ دووکان سەهلە دەبی خوێنیشی بۆ بدەن، هەر چەند ئەوان قوونی وەیان نێ و زوو وە گوو خواردن دەکەون:-|,negative
دانێ سپایی زۆر زل و زۆر دیز وێسانمی ،ئەونە بە شێوازێ ناشیرین و تەهدید قسەی ئەکرد کە بە حەساوی هەر کەس کە ئێغتشاش کا ئەگەین:|| تەنیا بووم و لە شارێ تر. ئێوە ببوایێن چیتان ئەکرد یا چیتان ئەوت؟ #ژینا_ئەمینی,negative
گوێیان مەدەیە دەزانن هیچ جێگە و پێگەیەکی ئەوتۆیان نییە لە ڕۆژهەڵات بۆیە هەموو هەوڵیان ئەوەیە لە پێگەی دێموکرات و کۆمەڵە بدەن.,negative
ئێ برا دەنگ و باس دەنگت نییە,negative
چە ئێژی؟ من قسەم چتێکترە ئابرا گیان. ئێژم جەماعەتێک چاوەڕێ خوێنن. چاوەڕێن کەسێک بکوژرێت و ئەوان توییتی بکەن.,negative
کچێکی خەڵکی کەلار کە تەمەنی پانزە ساڵە پورزایەکی ئەیویست دەستدرێژی بکاتە سەر ئەمیش بەرگری لە خۆی کرد بەڵام ئێستا بە 20 ساڵ ئەم کچە پانزە ساڵانەیان سزا داوە و لە سجنە . کچەکە دەڵێت برای لەخۆم گەورەترم نەبوو بەرگریم لێبکات وە باوکیشم پیر بوو,negative
هەسارەکەمان تەنیا پەڵەیە لەبەرگی تاریکی زەبەلاحی گەردوون. لە نامۆیماندا... لەم هەموو بۆشاییەدا... هیچ ئاماژەیەک نییە کە یارمەتی لە شوێنێکیترەوە دێت تا ڕزگارمان بکات لەخۆمان!.,negative
یەکێک لە ڕێگاکانی لە دەسەڵات مانەوەی دەوڵەتە کاپیتالیستی وکۆلینالیستییەکان دەستپێکی شەڕە.بۆ ئێران #کوردستان گۆڕەپانی ئەو شەڕەیە. کوردستان لە 40 ساڵی ڕابردووەوە بەرگری دەکات، ڕاوەستاوە و بە ڕاوەستاوی دەمێنێتەوە. ئەمجارە شەڕیان کۆتایی دەسەڵاتیان دەبێت.,negative
ئێتفاقەن دەقیقەۆ لە ئێستادا لاوی کورد زانیەتی پێویستی بە فاشیست بوونە,negative
بیرت نەجێت فرسەت کەمە بۆ کەس مەژی لەو سەردەمە,negative
بەس سەیرێکی ئەو ڤیدییە بکە ئەوە لەوێ تۆپی پێ حەرام ئەکات مەبەستم ئەوەیە,negative
کەی منداڵ بەو شێوەیە بێ ئەخلاق و دەم پیس بو بەرانبەر باوک و دایک و کۆمەڵگا؟ کەی ئەو لیباسە تەنک و تەسک و کوڵ و کۆتاییە هەبوو؟. کەی دەم و لچی ئافرەتەکانمان وەک دەنوکە قازو میزەڵان بو؟ کەی ڕێژەی تەڵاقدان بەو شێوەیە بو. ؟ کەی قەیرە کەچ بەو ئەندازەیە بو کەی شیرازەی خێزان بەو شێویە,negative
پشتگیری چی ؟! شەڕی ئەخلاق و پاکی مرۆڤەکان ئەکەن ئێمە ناپرسین کێ پشگیری ئێوە دەکات سوور ئەزانین کەسانێکن دوورن لە خودا و فیترەتی انسان,negative
